   1: UNIQUE_HIDEOUT                                                   : Hideout Construction Kit
1184: T7_ARTEFACT_2H_FIRE_RINGPAIR_AVALON                              : Grandmaster's Glowing Harmonic Ring
1185: T7_ARTEFACT_MAIN_FROSTSTAFF_AVALON                               : Grandmaster's Chilled Crystaline Shard
1186: T7_ARTEFACT_2H_ARCANE_RINGPAIR_AVALON                            : Grandmaster's Hypnotic Harmonic Ring
1187: T7_ARTEFACT_MAIN_HOLYSTAFF_AVALON                                : Grandmaster's Messianic Curio
1188: T7_ARTEFACT_MAIN_NATURESTAFF_AVALON                              : Grandmaster's Uprooted Perennial Sapling
1189: T8_ARTEFACT_2H_DAGGER_KATAR_AVALON                               : Elder's Bloodstained Antiquities
1190: T8_ARTEFACT_MAIN_SPEAR_LANCE_AVALON                              : Elder's Ruined Ancestral Vamplate
1191: T8_ARTEFACT_2H_AXE_AVALON                                        : Elder's Avalonian Battle Memoir
1192: T8_ARTEFACT_2H_CLAYMORE_AVALON                                   : Elder's Remnants of the Old King
1193: T8_ARTEFACT_2H_QUARTERSTAFF_AVALON                               : Elder's Timeworn Walking Staff
1194: T8_ARTEFACT_2H_HAMMER_AVALON                                     : Elder's Massive Metallic Hand
1195: T8_ARTEFACT_2H_DUALMACE_AVALON                                   : Elder's Broken Oaths
1196: T8_ARTEFACT_2H_BOW_AVALON                                        : Elder's Immaculately Crafted Riser
1197: T8_ARTEFACT_2H_CROSSBOW_CANNON_AVALON                            : Elder's Humming Avalonian Whirligig
1198: T8_ARTEFACT_MAIN_CURSEDSTAFF_AVALON                              : Elder's Fractured Opaque Orb
1199: T8_ARTEFACT_2H_FIRE_RINGPAIR_AVALON                              : Elder's Glowing Harmonic Ring
1200: T8_ARTEFACT_MAIN_FROSTSTAFF_AVALON                               : Elder's Chilled Crystaline Shard
1201: T8_ARTEFACT_2H_ARCANE_RINGPAIR_AVALON                            : Elder's Hypnotic Harmonic Ring
1202: T8_ARTEFACT_MAIN_HOLYSTAFF_AVALON                                : Elder's Messianic Curio
1203: T8_ARTEFACT_MAIN_NATURESTAFF_AVALON                              : Elder's Uprooted Perennial Sapling
1204: T4_ARTEFACT_OFF_TOWERSHIELD_UNDEAD                               : Adept's Ancient Shield Core
1205: T5_ARTEFACT_OFF_TOWERSHIELD_UNDEAD                               : Expert's Ancient Shield Core
1206: T6_ARTEFACT_OFF_TOWERSHIELD_UNDEAD                               : Master's Ancient Shield Core
1207: T7_ARTEFACT_OFF_TOWERSHIELD_UNDEAD                               : Grandmaster's Ancient Shield Core
1208: T8_ARTEFACT_OFF_TOWERSHIELD_UNDEAD                               : Elder's Ancient Shield Core
1209: T4_ARTEFACT_OFF_SHIELD_HELL                                      : Adept's Infernal Shield Core
1210: T5_ARTEFACT_OFF_SHIELD_HELL                                      : Expert's Infernal Shield Core
1211: T6_ARTEFACT_OFF_SHIELD_HELL                                      : Master's Infernal Shield Core
1212: T7_ARTEFACT_OFF_SHIELD_HELL                                      : Grandmaster's Infernal Shield Core
1213: T8_ARTEFACT_OFF_SHIELD_HELL                                      : Elder's Infernal Shield Core
1214: T4_ARTEFACT_OFF_SPIKEDSHIELD_MORGANA                             : Adept's Bloodforged Spikes
1215: T5_ARTEFACT_OFF_SPIKEDSHIELD_MORGANA                             : Expert's Bloodforged Spikes
1216: T6_ARTEFACT_OFF_SPIKEDSHIELD_MORGANA                             : Master's Bloodforged Spikes
1217: T7_ARTEFACT_OFF_SPIKEDSHIELD_MORGANA                             : Grandmaster's Bloodforged Spikes
1218: T8_ARTEFACT_OFF_SPIKEDSHIELD_MORGANA                             : Elder's Bloodforged Spikes
1219: T4_ARTEFACT_OFF_SHIELD_AVALON                                    : Adept's Crushed Avalonian Heirloom
1220: T5_ARTEFACT_OFF_SHIELD_AVALON                                    : Expert's Crushed Avalonian Heirloom
1221: T6_ARTEFACT_OFF_SHIELD_AVALON                                    : Master's Crushed Avalonian Heirloom
1222: T7_ARTEFACT_OFF_SHIELD_AVALON                                    : Grandmaster's Crushed Avalonian Heirloom
1223: T8_ARTEFACT_OFF_SHIELD_AVALON                                    : Elder's Crushed Avalonian Heirloom
1224: T4_ARTEFACT_OFF_ORB_MORGANA                                      : Adept's Alluring Crystal
1225: T5_ARTEFACT_OFF_ORB_MORGANA                                      : Expert's Alluring Crystal
1226: T6_ARTEFACT_OFF_ORB_MORGANA                                      : Master's Alluring Crystal
1227: T7_ARTEFACT_OFF_ORB_MORGANA                                      : Grandmaster's Alluring Crystal
1228: T8_ARTEFACT_OFF_ORB_MORGANA                                      : Elder's Alluring Crystal
1229: T4_ARTEFACT_OFF_DEMONSKULL_HELL                                  : Adept's Demonic Jawbone
1230: T5_ARTEFACT_OFF_DEMONSKULL_HELL                                  : Expert's Demonic Jawbone
1231: T6_ARTEFACT_OFF_DEMONSKULL_HELL                                  : Master's Demonic Jawbone
1232: T7_ARTEFACT_OFF_DEMONSKULL_HELL                                  : Grandmaster's Demonic Jawbone
1233: T8_ARTEFACT_OFF_DEMONSKULL_HELL                                  : Elder's Demonic Jawbone
1234: T4_ARTEFACT_OFF_TOTEM_KEEPER                                     : Adept's Inscribed Stone
1235: T5_ARTEFACT_OFF_TOTEM_KEEPER                                     : Expert's Inscribed Stone
1236: T6_ARTEFACT_OFF_TOTEM_KEEPER                                     : Master's Inscribed Stone
1237: T7_ARTEFACT_OFF_TOTEM_KEEPER                                     : Grandmaster's Inscribed Stone
1238: T8_ARTEFACT_OFF_TOTEM_KEEPER                                     : Elder's Inscribed Stone
1239: T4_ARTEFACT_OFF_CENSER_AVALON                                    : Adept's Severed Celestial Keepsake
1240: T5_ARTEFACT_OFF_CENSER_AVALON                                    : Expert's Severed Celestial Keepsake
1241: T6_ARTEFACT_OFF_CENSER_AVALON                                    : Master's Severed Celestial Keepsake
1242: T7_ARTEFACT_OFF_CENSER_AVALON                                    : Grandmaster's Severed Celestial Keepsake
1243: T8_ARTEFACT_OFF_CENSER_AVALON                                    : Elder's Severed Celestial Keepsake
1244: T4_ARTEFACT_OFF_HORN_KEEPER                                      : Adept's Runed Horn
1245: T5_ARTEFACT_OFF_HORN_KEEPER                                      : Expert's Runed Horn
1246: T6_ARTEFACT_OFF_HORN_KEEPER                                      : Master's Runed Horn
1247: T7_ARTEFACT_OFF_HORN_KEEPER                                      : Grandmaster's Runed Horn
1248: T8_ARTEFACT_OFF_HORN_KEEPER                                      : Elder's Runed Horn
1249: T4_ARTEFACT_OFF_JESTERCANE_HELL                                  : Adept's Hellish Handle
1250: T5_ARTEFACT_OFF_JESTERCANE_HELL                                  : Expert's Hellish Handle
1251: T6_ARTEFACT_OFF_JESTERCANE_HELL                                  : Master's Hellish Handle
1252: T7_ARTEFACT_OFF_JESTERCANE_HELL                                  : Grandmaster's Hellish Handle
1253: T8_ARTEFACT_OFF_JESTERCANE_HELL                                  : Elder's Hellish Handle
1254: T4_ARTEFACT_OFF_LAMP_UNDEAD                                      : Adept's Ghastly Candle
1255: T5_ARTEFACT_OFF_LAMP_UNDEAD                                      : Expert's Ghastly Candle
1256: T6_ARTEFACT_OFF_LAMP_UNDEAD                                      : Master's Ghastly Candle
1257: T7_ARTEFACT_OFF_LAMP_UNDEAD                                      : Grandmaster's Ghastly Candle
1258: T8_ARTEFACT_OFF_LAMP_UNDEAD                                      : Elder's Ghastly Candle
1259: T4_ARTEFACT_OFF_TALISMAN_AVALON                                  : Adept's Shattered Avalonian Memento
1260: T5_ARTEFACT_OFF_TALISMAN_AVALON                                  : Expert's Shattered Avalonian Memento
1261: T6_ARTEFACT_OFF_TALISMAN_AVALON                                  : Master's Shattered Avalonian Memento
1262: T7_ARTEFACT_OFF_TALISMAN_AVALON                                  : Grandmaster's Shattered Avalonian Memento
1263: T8_ARTEFACT_OFF_TALISMAN_AVALON                                  : Elder's Shattered Avalonian Memento
1264: T4_ARTEFACT_HEAD_PLATE_UNDEAD                                    : Adept's Ancient Padding
1265: T5_ARTEFACT_HEAD_PLATE_UNDEAD                                    : Expert's Ancient Padding
1266: T6_ARTEFACT_HEAD_PLATE_UNDEAD                                    : Master's Ancient Padding
1267: T7_ARTEFACT_HEAD_PLATE_UNDEAD                                    : Grandmaster's Ancient Padding
1268: T8_ARTEFACT_HEAD_PLATE_UNDEAD                                    : Elder's Ancient Padding
1269: T4_ARTEFACT_ARMOR_PLATE_UNDEAD                                   : Adept's Ancient Chain Rings
1270: T5_ARTEFACT_ARMOR_PLATE_UNDEAD                                   : Expert's Ancient Chain Rings
1271: T6_ARTEFACT_ARMOR_PLATE_UNDEAD                                   : Master's Ancient Chain Rings
1272: T7_ARTEFACT_ARMOR_PLATE_UNDEAD                                   : Grandmaster's Ancient Chain Rings
1273: T8_ARTEFACT_ARMOR_PLATE_UNDEAD                                   : Elder's Ancient Chain Rings
1274: T4_ARTEFACT_SHOES_PLATE_UNDEAD                                   : Adept's Ancient Bindings
1275: T5_ARTEFACT_SHOES_PLATE_UNDEAD                                   : Expert's Ancient Bindings
1276: T6_ARTEFACT_SHOES_PLATE_UNDEAD                                   : Master's Ancient Bindings
1277: T7_ARTEFACT_SHOES_PLATE_UNDEAD                                   : Grandmaster's Ancient Bindings
1278: T8_ARTEFACT_SHOES_PLATE_UNDEAD                                   : Elder's Ancient Bindings
1279: T4_ARTEFACT_HEAD_PLATE_HELL                                      : Adept's Demonic Scraps
1280: T5_ARTEFACT_HEAD_PLATE_HELL                                      : Expert's Demonic Scraps
1281: T6_ARTEFACT_HEAD_PLATE_HELL                                      : Master's Demonic Scraps
1282: T7_ARTEFACT_HEAD_PLATE_HELL                                      : Grandmaster's Demonic Scraps
1283: T8_ARTEFACT_HEAD_PLATE_HELL                                      : Elder's Demonic Scraps
1284: T4_ARTEFACT_ARMOR_PLATE_HELL                                     : Adept's Demonic Plates
1285: T5_ARTEFACT_ARMOR_PLATE_HELL                                     : Expert's Demonic Plates
1286: T6_ARTEFACT_ARMOR_PLATE_HELL                                     : Master's Demonic Plates
1287: T7_ARTEFACT_ARMOR_PLATE_HELL                                     : Grandmaster's Demonic Plates
1288: T8_ARTEFACT_ARMOR_PLATE_HELL                                     : Elder's Demonic Plates
1289: T4_ARTEFACT_SHOES_PLATE_HELL                                     : Adept's Demonic Filling
1290: T5_ARTEFACT_SHOES_PLATE_HELL                                     : Expert's Demonic Filling
1291: T6_ARTEFACT_SHOES_PLATE_HELL                                     : Master's Demonic Filling
1292: T7_ARTEFACT_SHOES_PLATE_HELL                                     : Grandmaster's Demonic Filling
1293: T8_ARTEFACT_SHOES_PLATE_HELL                                     : Elder's Demonic Filling
1294: T4_ARTEFACT_HEAD_PLATE_KEEPER                                    : Adept's Carved Skull Padding
1295: T5_ARTEFACT_HEAD_PLATE_KEEPER                                    : Expert's Carved Skull Padding
1296: T6_ARTEFACT_HEAD_PLATE_KEEPER                                    : Master's Carved Skull Padding
1297: T7_ARTEFACT_HEAD_PLATE_KEEPER                                    : Grandmaster's Carved Skull Padding
1298: T8_ARTEFACT_HEAD_PLATE_KEEPER                                    : Elder's Carved Skull Padding
1299: T4_ARTEFACT_ARMOR_PLATE_KEEPER                                   : Adept's Preserved Animal Fur
1300: T5_ARTEFACT_ARMOR_PLATE_KEEPER                                   : Expert's Preserved Animal Fur
1301: T6_ARTEFACT_ARMOR_PLATE_KEEPER                                   : Master's Preserved Animal Fur
1302: T7_ARTEFACT_ARMOR_PLATE_KEEPER                                   : Grandmaster's Preserved Animal Fur
1303: T8_ARTEFACT_ARMOR_PLATE_KEEPER                                   : Elder's Preserved Animal Fur
1304: T4_ARTEFACT_SHOES_PLATE_KEEPER                                   : Adept's Inscribed Bindings
1305: T5_ARTEFACT_SHOES_PLATE_KEEPER                                   : Expert's Inscribed Bindings
1306: T6_ARTEFACT_SHOES_PLATE_KEEPER                                   : Master's Inscribed Bindings
1307: T7_ARTEFACT_SHOES_PLATE_KEEPER                                   : Grandmaster's Inscribed Bindings
1308: T8_ARTEFACT_SHOES_PLATE_KEEPER                                   : Elder's Inscribed Bindings
1309: T4_ARTEFACT_HEAD_PLATE_AVALON                                    : Adept's Exalted Visor
1310: T5_ARTEFACT_HEAD_PLATE_AVALON                                    : Expert's Exalted Visor
1311: T6_ARTEFACT_HEAD_PLATE_AVALON                                    : Master's Exalted Visor
1312: T7_ARTEFACT_HEAD_PLATE_AVALON                                    : Grandmaster's Exalted Visor
1313: T8_ARTEFACT_HEAD_PLATE_AVALON                                    : Elder's Exalted Visor
1314: T4_ARTEFACT_ARMOR_PLATE_AVALON                                   : Adept's Exalted Plating
1315: T5_ARTEFACT_ARMOR_PLATE_AVALON                                   : Expert's Exalted Plating
1316: T6_ARTEFACT_ARMOR_PLATE_AVALON                                   : Master's Exalted Plating
1317: T7_ARTEFACT_ARMOR_PLATE_AVALON                                   : Grandmaster's Exalted Plating
1318: T8_ARTEFACT_ARMOR_PLATE_AVALON                                   : Elder's Exalted Plating
1319: T4_ARTEFACT_SHOES_PLATE_AVALON                                   : Adept's Exalted Greave
1320: T5_ARTEFACT_SHOES_PLATE_AVALON                                   : Expert's Exalted Greave
1321: T6_ARTEFACT_SHOES_PLATE_AVALON                                   : Master's Exalted Greave
1322: T7_ARTEFACT_SHOES_PLATE_AVALON                                   : Grandmaster's Exalted Greave
1323: T8_ARTEFACT_SHOES_PLATE_AVALON                                   : Elder's Exalted Greave
1324: T4_ARTEFACT_HEAD_LEATHER_MORGANA                                 : Adept's Imbued Visor
1325: T5_ARTEFACT_HEAD_LEATHER_MORGANA                                 : Expert's Imbued Visor
1326: T6_ARTEFACT_HEAD_LEATHER_MORGANA                                 : Master's Imbued Visor
1327: T7_ARTEFACT_HEAD_LEATHER_MORGANA                                 : Grandmaster's Imbued Visor
1328: T8_ARTEFACT_HEAD_LEATHER_MORGANA                                 : Elder's Imbued Visor
1329: T4_ARTEFACT_ARMOR_LEATHER_MORGANA                                : Adept's Imbued Leather Folds
1330: T5_ARTEFACT_ARMOR_LEATHER_MORGANA                                : Expert's Imbued Leather Folds
1331: T6_ARTEFACT_ARMOR_LEATHER_MORGANA                                : Master's Imbued Leather Folds
1332: T7_ARTEFACT_ARMOR_LEATHER_MORGANA                                : Grandmaster's Imbued Leather Folds
1333: T8_ARTEFACT_ARMOR_LEATHER_MORGANA                                : Elder's Imbued Leather Folds
1334: T4_ARTEFACT_SHOES_LEATHER_MORGANA                                : Adept's Imbued Soles
1335: T5_ARTEFACT_SHOES_LEATHER_MORGANA                                : Expert's Imbued Soles
1336: T6_ARTEFACT_SHOES_LEATHER_MORGANA                                : Master's Imbued Soles
1337: T7_ARTEFACT_SHOES_LEATHER_MORGANA                                : Grandmaster's Imbued Soles
1338: T8_ARTEFACT_SHOES_LEATHER_MORGANA                                : Elder's Imbued Soles
1339: T4_ARTEFACT_HEAD_LEATHER_HELL                                    : Adept's Demonhide Padding
1340: T5_ARTEFACT_HEAD_LEATHER_HELL                                    : Expert's Demonhide Padding
1341: T6_ARTEFACT_HEAD_LEATHER_HELL                                    : Master's Demonhide Padding
1342: T7_ARTEFACT_HEAD_LEATHER_HELL                                    : Grandmaster's Demonhide Padding
1343: T8_ARTEFACT_HEAD_LEATHER_HELL                                    : Elder's Demonhide Padding
1344: T4_ARTEFACT_ARMOR_LEATHER_HELL                                   : Adept's Demonhide Leather
